kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
A13790929,신반포한신2차,자치관리,19,,자치관리,54,,위탁관리,14,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철근콘크리트구조,3950,종합계약,상주선임,P형,고가수조식,위탁관리,25,1197,0,무,58,"관리사무소, 어린이놀이터, 자전거보관소",5~10분이내,"3호선, 7호선",고속터미널,5~10분이내,관공서(반포3동사무소) 병원(조은의원) 백화점(신세계백화점) 대형상가(센트럴시티) 공원(반원어린이공원),초등학교(반원초등학교) 중학교(경원중학교),0,0,Y
A10021765,반포센트레빌아스테리움,,,남경종합관리(주),,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,Y
A10022556,래미안 원펜타스,위탁관리,9,(주)타워피엠씨,위탁관리,,(주)타워피엠씨,위탁관리,12,거점장비수거방식,위탁관리,4,분무식,철골철근콘크리트구조,4400,종합계약,상주선임,R형,부스타방식,위탁관리,25,0,1350,유,483,"관리사무소, 커뮤니티공간, 자전거보관소",5~10분이내,,,,,,0,21,Y
A10023043,래미안원베일리,위탁관리,32,(주)타워피엠씨,위탁관리(직영+위탁),42,(주)에스원,위탁관리(직영+위탁),47,거점장비수거방식,,,,철골콘크리트구조,20000,종합계약,상주선임,R형,부스타방식,위탁관리(직영+위탁),106,0,5460,유,1572,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,"3호선, 7호선, 9호선",고속터미널역,5~10분이내,관공서(반포2동주민센터) 병원(카톨릭강남성모병원) 백화점(신세계백화점),초등학교(계성초등하교) 중학교(신반포중학교),0,415,Y
A10024254,디에이치반포라클라스,위탁관리,10,(주)타워피엠씨,위탁관리,10,(주)에스텍,위탁관리,22,거점장비수거방식,위탁관리,12,분무식,철근콘크리트구조,5750,종합계약,상주선임,GR형,부스타방식,위탁관리,32,0,1523,유,510,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 3호선, 7호선, 9호선",,,관공서(),초등학교(서원초등학교) 고등학교(방배고등학교),0,83,Y
A10024646,궁전아파트,자치관리,3,,자치관리,5,,자치관리,2,음식물쓰레기종량제,위탁관리,4,도포식,철근콘크리트구조,700,종합계약,위탁선임,기타,고가수조식,위탁관리,6,150,0,무,24,"관리사무소, 노인정, 어린이놀이터",5분이내,"3호선, 7호선, 9호선",,5분이내,,,0,0,Y
A10025550,두산힐스빌아파트,위탁관리,4,세화종합관리(주),위탁관리(직영+위탁),2,세화종합관리,위탁관리,1,음식물쓰레기종량제,위탁관리,2,분무식,철골철근콘크리트구조,150,단일계약,위탁선임,P형,부스타방식,위탁관리,2,0,59,유,16,"관리사무소, 주민공동시설, 휴게시설, 자전거보관소",5분이내,"3호선, 7호선, 9호선",,10~15분이내,관공서() 병원() 백화점(),초등학교() 중학교() 고등학교(),0,0,Y
A10026015,반포써밋,위탁관리,9,(주)타워피엠씨,위탁관리,10,주식회사 시큐원,위탁관리,10,기타,위탁관리,12,"도포식,분무식,기구설치식",철근콘크리트구조,5310,종합계약,상주선임,R형,부스타방식,위탁관리,25,0,1192,유,389,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소, 기타",5분이내,9호선,사평,5분이내,관공서(반포1동주민센터) 병원(서울 성모병원),초등학교(서원초등학교) 고등학교(반포고등학교),0,60,Y
A10026051,반포래미안아이파크,위탁관리,9,우리관리(주),위탁관리,10,시큐원,위탁관리,12,차량수거방식,위탁관리,12,"도포식,기구부착식",철근콘크리트구조,5056,단일계약,상주선임,GR형,부스타방식,위탁관리,30,7,1339,유,486,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,9호선,사평역,5분이내,병원() 백화점() 대형상가(),초등학교() 중학교() 고등학교(),0,26,Y
A10026342,라인아파트,위탁관리,1,세화종합관리(주),위탁관리,2,,위탁관리,1,음식물쓰레기종량제,,,,철근콘크리트구조,,,,,수도직결식,자치관리,4,4,82,,6,"관리사무소, 어린이놀이터",5분이내,,,10~15분이내,,,0,0,Y
A10027205,아크로리버파크,위탁관리,19,(주)타워피엠씨,위탁관리,29,(주)타워피엠씨,위탁관리,31,거점장비수거방식,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,9500,종합계약,상주선임,P형,부스타방식,위탁관리,43,0,2983,유,2150,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,9호선,,5분이내,,,0,64,Y
A13704004,반포SKVIEW,위탁관리,3,우리관리(주),위탁관리(직영+위탁),4,우리관리(주),위탁관리,3,거점장비수거방식,위탁관리,12,"도포식,분무식,독이식",철골철근콘크리트구조,750,종합계약,위탁선임,P형,부스타방식,위탁관리,3,0,206,,100,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,"3호선, 9호선",,15~20분이내,관공서() 병원() 백화점() 대형상가() 공원(),초등학교() 중학교() 고등학교(),0,0,Y
A13704101,반포삼호가든맨션5차,자치관리,4,,자치관리,6,한얼관리,위탁관리,3,차량수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,750,종합계약,위탁선임,P형,기타,위탁관리,6,215,0,유,30,"관리사무소, 어린이놀이터",5~10분이내,"3호선, 7호선, 9호선",고속터미널,5~10분이내,관공서(반포1동사무소) 병원(강남성모병원) 백화점(신세계백화점) 대형상가(삼호쇼핑센터) 공원(서리풀공원) 기타(),초등학교(원촌초등학교) 중학교(원촌중학교) 고등학교(반포고등학교) 대학교(카톨릭대학교(의과대)),0,0,Y
A13704104,반포자이,위탁관리,50,우리관리(주),위탁관리,55,(주)듀델코리아,위탁관리,65,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,19900,종합계약,상주선임,R형,부스타방식,위탁관리,81,0,6075,유,1233,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,"7호선, 9호선","반포, 사평",5분이내,관공서(반포1동주민센터) 백화점(신세계) 대형상가(),초등학교(원촌초등학교) 중학교(원촌중교),0,132,Y
A13704404,반포미도아파트,위탁관리,14,남경종합관리(주),위탁관리,31,삼우안전관리,위탁관리,11,음식물쓰레기종량제,위탁관리,12,,철근콘크리트구조,3350,단일계약,상주선임,P형,부스타방식,위탁관리,13,1006,100,무,96,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",5~10분이내,"2호선, 3호선, 7호선, 9호선",고속터미널역,5~10분이내,병원(강남성모병원) 백화점(신세계백화점) 대형상가(삼호쇼핑센터) 공원(서리풀공원),초등학교(서원초등학교) 고등학교(반포고등학교) 대학교(카톨릭대학교(의과대)),0,10,Y
A13770105,반포미도2차,위탁관리,5,우리관리(주),위탁관리,8,(주)엘림테크,위탁관리,5,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,850,단일계약,위탁선임,P형,고가수조식,위탁관리,5,169,0,무,49,"관리사무소, 노인정, 보육시설, 어린이놀이터, 기타",5~10분이내,"3호선, 7호선, 9호선",고속터미널,5~10분이내,"관공서(조달청,서울법원종합청사별관) 병원(강남성모병원) 백화점(신세계백화점) 대형상가(센트럴시티) 공원(서리풀공원) 기타(서울고속버스터미널)","초등학교(원촌초등교,서원초등교,원명초등교) 중학교(원촌중교) 고등학교(반포고교) 대학교(가톨릭대학교)",0,0,Y
A13776301,반포리체,위탁관리,14,세화종합관리(주),위탁관리,13,(주)에스원,위탁관리,14,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",철근콘크리트구조,4500,단일계약,상주선임,R형,부스타방식,위탁관리,17,42,1642,유,332,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,9호선,사,5분이내,병원(강남성모병원) 백화점(신세계) 대형상가(센트럴시티) 공원(고무레공원),"초등학교(서원,원촌) 중학교(원촌) 고등학교(정보종합샘터)",0,34,Y
A13776508,반포푸르지오,위탁관리,4,서림주택관리(주),자치관리,6,,자치관리,2,거점장비수거방식,위탁관리,12,분무식,철근콘크리트구조,1210,단일계약,위탁선임,P형,부스타방식,위탁관리,10,0,250,무,63,"관리사무소, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소, 기타",5분이내,"3호선, 7호선, 9호선",고속터미널,5분이내,관공서(반포2동사무소) 병원(강남성모병원) 백화점(신세계백화점) 대형상가(경남쇼핑센터) 공원(한강시민공원),초등학교(잠원초등학교.계성초등학교) 중학교(반포중학교) 고등학교(세화고등학교) 대학교(카톨릭대학교(의과대)),0,5,Y
A13776509,래미안퍼스티지,위탁관리,45,(주)타워피엠씨,위탁관리,46,주식회사 에스텍시스템,위탁관리,50,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,2600,단일계약,상주선임,R형,부스타방식,위탁관리,60,0,4368,유,943,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,"3호선, 7호선, 9호선",,5분이내,"관공서(반포2동주민센터,조달청) 병원(가톨릭병원) 백화점(신세계) 대형상가(센트럴시티) 공원(한강시민공원) 기타(고속터미널)","초등학교(잠원초등학교,계성초등학교) 중학교(세화여중,신반포중학교) 고등학교(세화여고,세화고등학교) 대학교(가톨릭대학교)",0,116,Y
A13776510,반포힐스테이트,위탁관리,6,(주)동우개발,위탁관리,5,(주)혜진종합관리,위탁관리,6,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,3380,단일계약,상주선임,R형,부스타방식,위탁관리,11,0,699,유,142,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",5분이내,"3호선, 7호선, 9호선","신반포역,고속터미널역",5분이내,관공서(반포2동주민센터) 병원(강남성모병원) 백화점(신세계) 공원(반포종합운동장) 기타(고속버스터미널),"초등학교(잠원초) 중학교(세화여중,신반포중) 고등학교(세화여고)",0,16,Y
A13780201,엠브이아파트,자치관리,2,,자치관리,3,,자치관리,1,차량수거방식,위탁관리,6,분무식,철근콘크리트구조,465,단일계약,위탁선임,P형,수도직결식,위탁관리,2,33,113,무,26,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 3호선, 7호선",,10~15분이내,"관공서(서울법원종합청사별관,조달청) 병원(강남성모병원) 백화점(신세계백화점) 대형상가(센트럴시티,삼호쇼핑센터) 공원(서리풀공원) 기타(서울고속버스터미널)","초등학교(원촌초등교,서원초등교) 중학교(원촌중교,) 고등학교(반포고교) 대학교(가톨릭대학교)",0,3,Y
A13780402,반포현대동궁,위탁관리,4,율산개발 유한회사,자치관리,4,,위탁관리,2,음식물쓰레기종량제,위탁관리,3,"도포식,분무식,기구부착식",철근콘크리트구조,975,단일계약,위탁선임,P형,부스타방식,위탁관리,4,86,52,무,44,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,"3호선, 7호선, 9호선",고속터미널역,5~10분이내,"관공서(조달청,서울법원종합청사별관) 병원(서울성모병원) 백화점(신세계백화점강남점) 대형상가(센트럴시티,반포지하상가) 공원(서래공원) 기타(서울고속버스터미널)","초등학교(원촌초교,서원초등교) 중학교(원촌중교) 고등학교(반포고교) 대학교(가톨릭대학교의과대학)",3,0,Y
A13780403,반포한신서래,자치관리,5,,위탁관리,10,(주)융성종합관리,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1270,단일계약,위탁선임,P형,부스타방식,위탁관리,12,257,40,무,68,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간",5~10분이내,"3호선, 7호선, 9호선",고속터미널,15~20분이내,"관공서(조달청,서울법원종합청사별관) 병원(강남성모병원) 백화점(신세계백화점) 대형상가(센트럴시티) 공원(서리풀공원) 기타(서울고속버스터미널)","초등학교(원촌초교,서원초등교) 중학교(원촌중교) 고등학교(반포고교) 대학교(가톨릭대학교)",0,0,Y
A10020415,강남태영데시앙루브,위탁관리,,우리관리(주),,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,Y
A10020455,서초자이르네 아파트 ,위탁관리,,세화종합관리(주),,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,Y
A10020535,서초쌍용플래티넘,위탁관리,6,주식회사 동명씨앤아이,,,,위탁관리,4,,위탁관리,,분무식,철골철근콘크리트구조,600,단일계약,상주선임,R형,부스타방식,위탁관리,6,0,381,유,159,,,,,,,,0,9,Y
A10021305,현대ESA아파트,자치관리,12,,,,,자치관리,12,,위탁관리,,,철골철근콘크리트구조,2000,단일계약,상주선임,R형,부스타방식,위탁관리,0,14,269,유,50,,5분이내,,,10~15분이내,,,3,6,Y
A10021789,힐스테이트서리풀,위탁관리,2,(주)오케이시스템,위탁관리,,(주)오케이시스템,위탁관리,2,음식물쓰레기종량제,위탁관리,12,분무식,철골철근콘크리트구조,1000,종합계약,상주선임,R형,부스타방식,위탁관리,4,0,157,유,30,"관리사무소, 어린이놀이터, 자전거보관소",5분이내,2호선,,5분이내,,,0,6,Y
A10021828,롯데캐슬주피터,위탁관리,,우리관리(주),,,,,,,,,,,,,,,,,0,,,,,,5~10분이내,,,5~10분이내,,,0,0,Y
A10022209,삼성서초가든스위트아파트,자치관리,8,,위탁관리,,(주)에스텍시스템,위탁관리,7,음식물쓰레기종량제,위탁관리,4,도포식,철근콘크리트구조,3000,종합계약,상주선임,R형,부스타방식,위탁관리,5,6,715,유,164,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,"2호선, 분당선",,5분이내,,,0,5,Y
A10022390,서초프라임헤센 아파트,위탁관리,4,건은,위탁관리,,건은,위탁관리,1,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,900,단일계약,위탁선임,R형,부스타방식,위탁관리,4,0,55,유,43,,5분이내,,,,,,0,4,Y
A10022474,서초동롯데캐슬리버티,위탁관리,,세화종합관리(주),,,,,,,,,,,,,,,,,0,,,,,,10~15분이내,,,,,,0,1,Y
A10022539,경남아너스빌 201동,위탁관리,,(주)대원비티에스,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,5분이내,,,0,0,Y
A10022623,대우디오빌프라임,위탁관리,,에이제이대원 주식회사,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,5~10분이내,,,0,0,Y
A10022656,서초벽산블루밍아파트,위탁관리,,서림폴리텍 주식회사,,,,,,,,,,,,,,,,,0,,,,,,5~10분이내,,,5~10분이내,,,0,0,Y
A10023049,코네스트,위탁관리,5,주식회사 라이언에셋,,0,,위탁관리,4,기타,위탁관리,12,분무식,철골철근콘크리트구조,3250,종합계약,상주선임,R형,부스타방식,위탁관리,7,0,154,유,212,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,"3호선, 신분당선",양재역,5분이내,관공서(서초구청) 병원(강남세브란스),고등학교(),0,1,Y
A10023191,서초신원아침도시2차아파트,위탁관리,,,,,,,,,,,,,,,,,,,0,,,,,,5~10분이내,,,,,,0,0,Y
A10023644,월드메르디앙오페라하우스,위탁관리,5,,위탁관리,3,(주)태경종합관리,자치관리,1,음식물쓰레기종량제,위탁관리,12,분무식,조적구조,500,종합계약,위탁선임,R형,부스타방식,위탁관리,2,0,125,,32,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소",5분이내,3호선,,5~10분이내,"관공서(서초구청, 서초3동사무소) 병원(기쁨병원) 대형상가(전자랜드) 공원(우면산공원)",,0,0,Y
A10023688,서초금호어울림아파트,위탁관리,1,에이제이대원 주식회사,위탁관리,2,새롬씨큐리티주식회사,위탁관리,2,거점장비수거방식,위탁관리,12,분무식,철근콘크리트구조,800,종합계약,위탁선임,P형,고가수조식,위탁관리,3,68,106,무,22,"관리사무소, 어린이놀이터",5분이내,2호선,,5~10분이내,,,5,0,Y
A10023694,엠쉐르빌,위탁관리,4,(주)세안텍스,위탁관리,0,,위탁관리,1,음식물쓰레기종량제,위탁관리,12,분무식,철골철근콘크리트구조,2100,단일계약,상주선임,R형,부스타방식,위탁관리,3,7,128,무,45,관리사무소,5분이내,2호선,,5분이내,,,0,0,Y
A10024156,서초꽃마을주얼리,위탁관리,4,우리관리(주),위탁관리,2,크린서비스,위탁관리,3,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,기구설치식,독이식",철골철근콘크리트구조,2200,종합계약,상주선임,GR형,부스타방식,위탁관리,4,0,129,유,127,"관리사무소, 커뮤니티공간, 자전거보관소",5분이내,2호선,,5분이내,,,0,1,Y
A10024240,서초그랑자이,위탁관리,27,(주)타워피엠씨,위탁관리,13,(주)타워피엠씨,위탁관리,30,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,7750,종합계약,상주선임,GR형,부스타방식,위탁관리,47,0,2892,유,814,,5분이내,,,5~10분이내,,,0,116,Y
A10024552,래미안리더스원,위탁관리,15,(주)타워피엠씨,위탁관리,12,(주)에스텍시스템,위탁관리,17,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,7500,종합계약,상주선임,GR형,부스타방식,관리방식미정,78,7,2516,유,663,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 신분당선",강남역,,관공서() 병원(),초등학교() 중학교(),0,51,Y
A10024574,서초센트럴아이파크,위탁관리,10,우리관리(주),위탁관리,6,홈스웰,위탁관리,10,차량수거방식,위탁관리,12,분무식,철골철근콘크리트구조,3000,종합계약,상주선임,P형,부스타방식,위탁관리,11,0,365,유,143,"관리사무소, 노인정, 문고, 어린이놀이터, 유치원, 자전거보관소",5~10분이내,"2호선, 3호선",,5~10분이내,,,0,8,Y
A10024687,서초현대홈타운,위탁관리,,국제경보산업(주),,,,,,,,,,,,,,,,,0,,,,,,10~15분이내,,,5~10분이내,,,0,0,Y
A10024987,서초동원베네스트아파트,자치관리(직영),2,,자치관리,4,,자치관리(직영),2,음식물쓰레기종량제,위탁관리,12,분무식,철골철근콘크리트구조,865,단일계약,위탁선임,P형,압력탱크식,위탁관리,10,20,100,무,42,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"3호선, 분당선",,10~15분이내,,,0,4,Y
A10025375,지웰홈스 서초,위탁관리,3,주식회사 에스엘플랫폼,위탁관리,0,,위탁관리,1,음식물쓰레기종량제,위탁관리,12,,철근콘크리트구조,1658,종합계약,상주선임,R형,부스타방식,위탁관리,3,3,97,무,59,커뮤니티공간,5분이내,"2호선, 3호선",,5분이내,관공서(),대학교(),0,0,Y
A10025615,경남아너스빌 101동 아파트,위탁관리,4,태림주택종합관리(주),자치관리,2,,자치관리,1,음식물쓰레기종량제,위탁관리,12,분무식,철골철근콘크리트구조,736,단일계약,위탁선임,R형,압력탱크식,위탁관리,2,25,93,무,28,"관리사무소, 노인정, 주민공동시설, 휴게시설, 자전거보관소",5분이내,3호선,,5분이내,관공서(서초3동사무소) 병원(21세기 병원) 대형상가(국제전자센터),초등학교(신중 초등학교) 중학교(서초 중학교) 고등학교(서울 고등학교),0,3,Y
A10026317,서초한일아파트,위탁관리,1,(주)무림하우징,자치관리,2,,자치관리,1,차량수거방식,위탁관리,4,분무식,철골콘크리트구조,350,기타,위탁선임,P형,고가수조식,위탁관리,4,0,96,,25,"관리사무소, 주민공동시설, 자전거보관소",5~10분이내,2호선,,10~15분이내,,,0,0,Y
A10026337,래미안서초7차아파트,위탁관리,3,우리관리(주),위탁관리,2,홈스텍,위탁관리,2,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,500,종합계약,위탁선임,R형,수도직결식,위탁관리,4,0,171,,47,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,"2호선, 3호선",교대역,5분이내,관공서(),대학교(),0,2,Y
A10026340,서초롯데캐슬84아파트,자치관리,9,,위탁관리,4,국보종합관리,위탁관리,1,거점장비수거방식,위탁관리,4,"도포식,분무식",철골철근콘크리트구조,1180,종합계약,상주선임,R형,부스타방식,위탁관리,2,0,267,,48,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"1호선, 3호선",,5분이내,병원() 백화점() 대형상가(),중학교() 고등학교() 대학교(),0,0,Y
A10026411,래미안서초에스티지에스아파트,위탁관리,8,우리관리(주),위탁관리,7,에스텍시스템,위탁관리,9,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",철근콘크리트구조,3350,단일계약,상주선임,R형,부스타방식,위탁관리,34,0,854,유,243,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 신분당선",,5분이내,,초등학교(서이초등학교) 중학교(서운중학교) 고등학교(서초문화에술정보학교) 대학교(서울교육대학교),0,25,Y
A10026941,서초푸르지오써밋,위탁관리,14,(주)타워피엠씨,위탁관리,10,(주)에스원,위탁관리,14,차량수거방식,위탁관리,12,"도포식,분무식,기구부착식,기구설치식,독이식",철근콘크리트구조,5250,종합계약,상주선임,R형,부스타방식,위탁관리,22,0,1284,무,428,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 7호선, 9호선",,5분이내,,,0,26,Y
A10026972,서초동 아이파크,위탁관리,3,(주)무림하우징,위탁관리,4,(주)무림하우징,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"분무식,기구부착식",철골콘크리트구조,960,종합계약,위탁선임,R형,부스타방식,위탁관리,8,4,296,무,80,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,3호선,,10~15분이내,관공서(서초구청) 병원(강남 성모 병원) 공원(당골공원),초등학교(서일초등학교),0,6,Y
A10027221,래미안 서초에스티지,위탁관리,6,(주)타워피엠씨,자치관리(직영),4,,위탁관리,6,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,2000,종합계약,상주선임,GR형,부스타방식,위탁관리,13,0,621,유,147,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 3호선, 신분당선",,5~10분이내,,,0,15,Y
A10028146,서초롯데캐슬프레지던트,위탁관리,5,(주)동우개발,위탁관리,4,(주)에스원,위탁관리,4,음식물쓰레기종량제,위탁관리,4,"분무식,독이식",철근콘크리트구조,2550,단일계약,상주선임,GR형,부스타방식,위탁관리,7,10,419,유,112,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,"2호선, 3호선",,5~10분이내,"관공서(서초4동 주민센터, 서울중앙지방법원, 서울지방검찰청) 병원(서울성모병원) 백화점(강남신세계백화점) 대형상가(강남역 지하상가) 공원(명달공원, 서리풀공원, 우면산공원)","초등학교(원명초등학교, 서초초등학교) 중학교(서일중학교, 서운중학교) 고등학교(반포고등학교, 서초고등학교, 서울고등학교) 대학교(서울교육대학교)",0,5,Y
A13707002,아남,위탁관리,3,태림주택종합관리(주),위탁관리,5,남경종합관리,위탁관리,2,음식물쓰레기종량제,위탁관리,8,분무식,철근콘크리트구조,490,단일계약,위탁선임,P형,고가수조식,위탁관리,5,140,0,무,12,"관리사무소, 노인정, 어린이놀이터",5분이내,"2호선, 3호선",교대,,관공서(소방서. 경찰서. 우체국. 주민센터. 경찰청. 대법원. 서초구청) 병원(제일병원) 백화점(신세계백화점) 대형상가(하나로마트. 킴스클럽) 공원(서리풀공원),초등학교(방일초. 신중초. 서일초. 서이초. 서울교대부설초. 원명초. 잠원초) 중학교(서초중. 이수중. 방배중. 세화여중. 서일중. 서운중. 원촌중) 고등학교(서초고. 서울고. 상문고. 세화여고. 반포고) 대학교(가톨릭대. 서울교대. 백석예대. 한예종),0,0,Y
A13707003,서초대우아이빌,자치관리,4,,자치관리(직영),2,,자치관리(직영),1,,위탁관리,12,,철근콘크리트구조,1100,단일계약,상주선임,R형,부스타방식,위탁관리,4,165,0,무,25,관리사무소,5분이내,2호선,교대,5분이내,관공서(서울중앙지방법원) 병원(꽃마을한방병원) 대형상가(G-Five),초등학교(서울교대부설초등학교) 대학교(서울교육대학교),0,0,Y
A13707006,대림서초리시온,위탁관리,5,우리관리,위탁관리,6,홈스웰,위탁관리,5,차량수거방식,위탁관리,12,,철근콘크리트구조,800,단일계약,상주선임,R형,부스타방식,위탁관리,3,0,211,무,112,"관리사무소, 자전거보관소",5분이내,"2호선, 3호선",교대,5분이내,관공서(서울중앙지방법원) 병원(꽃마을한방병원) 대형상가(G-Five) 공원(교대어린이공원),초등학교(서울교대부설초등학교) 대학교(서울교육대학교),0,4,Y
A13707009,래미안 서초스위트 아파트,위탁관리,4,우리관리(주),위탁관리,4,(주)홈스웰,위탁관리,4,음식물쓰레기종량제,위탁관리,4,도포식,철근콘크리트구조,1900,단일계약,상주선임,R형,부스타방식,위탁관리,8,67,438,무,94,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 9호선, 신분당선","강남, 신논현",10~15분이내,,"초등학교(서초초교,서원초교) 중학교(서일중교) 고등학교(반포고교)",0,28,Y
A13707010,래미안서초유니빌,위탁관리,9,(주)무림하우징,위탁관리,3,삼우안전관리 유한책임회사,위탁관리,4,음식물쓰레기종량제,위탁관리,4,"분무식,독이식",철골철근콘크리트구조,2100,종합계약,상주선임,R형,부스타방식,위탁관리,4,0,364,유,93,"관리사무소, 커뮤니티공간",5분이내,3호선,,5분이내,병원(예미솔치과) 대형상가(국제전자센터) 기타(남부시외버스터미널),초등학교(서일초등학교) 대학교(서울벤처정보대학원대학교),0,0,Y
A13707016,서초교대e편한세상,자치관리,6,,자치관리,4,,위탁관리,6,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,2250,종합계약,상주선임,GR형,부스타방식,위탁관리,19,0,763,유,141,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 3호선",교대,5~10분이내,"관공서(대법원,대검찰청)",초등학교(서초초교) 중학교(서일중교),0,7,Y
A13707017,서초동아타워,위탁관리,,(주)청원종합관리,,,,,,,,,,,,,,,,,0,,,,,"관리사무소, 휴게시설",5분이내,"2호선, 신분당선",강남,5분이내,관공서(대리점. 소방서. 경찰서. 주민센터) 병원(강남세브란스병원) 백화점(신세계백화점) 대형상가(홈플러스 이마트),초등학교(서이초등학교) 중학교(서운중. 서일중. 원촌중.) 고등학교(진성여고. 반포고. 은광여고. 양재고) 대학교(서울교대. 가톨릭대),0,0,Y
A13707019,서초한신리빙타워,위탁관리,,,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,10~15분이내,,,0,0,Y
